,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
4653,004233.OF,中欧盛世成长C,中欧基金,广发银行,混合型,20170112,,,,,,1.5,0.25,,1.0,,,沪深300指数收益率*75%+中证全债指数收益率*25%,L,混合型,契约型开放式,,20170112,20170112,O
4654,004232.OF,中欧价值发现C,中欧基金,中国建设银行,混合型,20170112,,,,,,1.5,0.25,,1.0,,,沪深300指数*80%+上证国债指数*20%,L,混合型,契约型开放式,,20170112,20170112,O
4655,004231.OF,中欧行业成长C,中欧基金,邮储银行,混合型,20170112,,,,,,1.5,0.25,,1.0,,,沪深300指数收益率*75%+中债综合指数收益率*25%,L,混合型,契约型开放式,,20170112,20170112,O
4656,003882.OF,易方达瑞弘A,易方达基金,浦发银行,混合型,20170111,,,20170109,,8.0001,0.6,0.1,,1.0,0.001,,中债新综合指数(财富)收益率*80%+沪深300指数收益率*20%,L,灵活配置型,契约型开放式,,20170410,20170410,O
4659,002967.OF,浙商大数据智选消费,浙商基金,中国建设银行,混合型,20170111,,,20161212,,4.8869,1.5,0.25,,1.0,0.001,,中证主要消费行业指数*60%+上证国债指数收益率*40%,L,灵活配置型,契约型开放式,,20170213,20170213,O
4662,003883.OF,易方达瑞弘C,易方达基金,浦发银行,混合型,20170111,,,20170109,,0.0064,0.6,0.1,,1.0,0.001,,中债新综合指数(财富)收益率*80%+沪深300指数收益率*20%,L,灵活配置型,契约型开放式,,20170410,20170410,O
4669,004150.OF,博时鑫惠C,博时基金,浦发银行,混合型,20170110,,,20161220,,0.0007,0.5,0.1,,1.0,0.001,,沪深300指数收益率*50%+中证综合债指数收益率*50%,L,灵活配置型,契约型开放式,,20170223,20170223,O
4670,004149.OF,博时鑫惠A,博时基金,浦发银行,混合型,20170110,,,20161220,,5.0042,0.5,0.1,,1.0,0.001,,沪深300指数收益率*50%+中证综合债指数收益率*50%,L,灵活配置型,契约型开放式,,20170223,20170223,O
4671,003854.OF,汇安丰华A,汇安基金,浦发银行,混合型,20170110,,,20161220,,1.96,0.6,0.1,,1.0,0.0001,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20170123,20170123,O
4672,003855.OF,汇安丰华C,汇安基金,浦发银行,混合型,20170110,,,20161220,,0.05,0.6,0.1,,1.0,500.0,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20170123,20170123,O
4673,003986.OF,申万菱信中证500优选增强A,申万菱信基金,中国农业银行,股票型,20170110,,,20161223,,2.157,1.0,0.2,,1.0,0.1,,中证500指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20170118,20170118,O
4676,004221.OF,长信量化先锋C,长信基金,交通银行,混合型,20170109,,,,,,1.5,0.25,,1.0,,,沪深300指数收益率*75%+中证综合债券指数收益率*25%,L,混合型,契约型开放式,,20170109,20170109,O
4680,003865.OF,创金合信量化多因子C,创金合信基金,中国工商银行,股票型,20170106,,,,,,1.5,0.25,,1.0,,,中证1000指数收益率*90%+银行人民币活期存款利率(税后)*10%,L,股票型,契约型开放式,,20170106,20170106,O
4685,002983.OF,长信国防军工A,长信基金,中国建设银行,混合型,20170105,,,20161205,,6.6974,1.5,0.25,,1.0,0.0001,,申万国防军工指数收益率*60%+中证综合债指数收益率*40%,L,灵活配置型,契约型开放式,,20170123,20170123,O
4691,003715.OF,宝盈消费主题,宝盈基金,中国农业银行,混合型,20170104,,,20170104,,4.6953,1.5,0.25,,1.0,0.1,,中证消费服务领先指数收益率*70%+中证综合债券指数收益率*30%,L,灵活配置型,契约型开放式,,20170123,20170123,O
4692,003293.OF,易方达科瑞,易方达基金,交通银行,混合型,20170103,,,20170103,,,1.5,0.25,,1.0,,,沪深300指数收益率*80%+中债新综合财富指数收益率*20%,L,灵活配置型,契约型开放式,,20170206,20170206,O
4694,002943.OF,广发多因子,广发基金,中国工商银行,混合型,20161230,,,20161130,,2.0079,1.5,0.25,,1.0,0.001,,中证800指数收益率*65%+中证全债指数收益率*35%,L,灵活配置型,契约型开放式,,20170118,20170118,O
4697,003152.OF,华富天鑫A,华富基金,中国工商银行,混合型,20161229,,,20161128,,3.1969,1.5,0.15,,1.0,0.1,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20170213,20170213,O
4698,003843.OF,中邮景泰C,中邮基金,中国农业银行,混合型,20161229,,,20161219,,0.0019,0.7,0.2,,1.0,0.1,,中债综合指数收益率*90%+沪深300指数收益率*10%,L,灵活配置型,契约型开放式,,20170109,20170109,O
4700,003842.OF,中邮景泰A,中邮基金,中国农业银行,混合型,20161229,,,20161219,,2.0017,0.7,0.2,,1.0,0.1,,中债综合指数收益率*90%+沪深300指数收益率*10%,L,灵活配置型,契约型开放式,,20170109,20170109,O
4702,001722.OF,工银瑞信银和利,工银瑞信基金,中国银河,混合型,20161229,,,20161223,,2.0004,0.9,0.15,,1.0,0.001,,中债综合指数收益率*70%+沪深300指数收益率*30%,L,混合型,契约型开放式,,20161230,20161230,O
4704,003153.OF,华富天鑫C,华富基金,中国工商银行,混合型,20161229,,,20161128,,1.1638,1.5,0.15,,1.0,0.1,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20170213,20170213,O
4705,001721.OF,工银瑞信新增益,工银瑞信基金,中国银河,混合型,20161229,,,20161223,,2.0004,0.9,0.15,,1.0,0.001,,中债综合指数收益率*70%+沪深300指数收益率*30%,L,混合型,契约型开放式,,20161230,20161230,O
4706,003591.OF,华泰柏瑞享利A,华泰柏瑞基金,平安银行,混合型,20161229,,,20161221,,2.0003,0.6,0.15,,1.0,0.001,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20170110,20170110,O
4708,001720.OF,工银瑞信新增利,工银瑞信基金,中国民生银行,混合型,20161229,,,20161219,,4.7672,0.5,0.1,,1.0,0.001,,中债综合财富指数收益率*70%+沪深300指数收益率*30%,L,混合型,契约型开放式,,20170327,20170327,O
4709,003298.OF,嘉实物流产业A,嘉实基金,中国银行,股票型,20161229,,,20160930,,2.2578,1.5,0.25,,1.0,0.001,,中证全指运输指数收益率*80%+中债总指数收益率*20%,L,股票型,契约型开放式,,20170217,20170217,O
4710,519630.OF,银河睿利C,银河基金,招商银行,混合型,20161229,,,20161221,,2.0016,0.6,0.13,,1.0,0.001,,中国人民银行公布的3年期定期存款利率(税后)+1%,L,灵活配置型,契约型开放式,,20170217,20170217,O
4713,003592.OF,华泰柏瑞享利C,华泰柏瑞基金,平安银行,混合型,20161229,,,20161221,,2.0003,0.6,0.15,,1.0,0.001,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20170110,20170110,O
4714,003299.OF,嘉实物流产业C,嘉实基金,中国银行,股票型,20161229,,,20160930,,0.1,1.5,0.25,,1.0,0.0001,,中证全指运输指数收益率*80%+中债总指数收益率*20%,L,股票型,契约型开放式,,20170217,20170217,O
4715,519629.OF,银河睿利A,银河基金,招商银行,混合型,20161229,,,20161221,,0.0005,0.6,0.13,,1.0,0.001,,中国人民银行公布的3年期定期存款利率(税后)+1%,L,灵活配置型,契约型开放式,,20170217,20170217,O
4716,003581.OF,新疆前海联合国民健康A,新疆前海联合基金,中国工商银行,混合型,20161229,,,20161205,,2.094,1.5,0.25,,1.0,0.0001,,中证医药卫生指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20170103,20170103,O
4717,004176.OF,博时鑫泰C,博时基金,招商银行,混合型,20161229,,,20161226,,0.0,0.6,0.1,,1.0,0.001,,沪深300指数收益率*50%+中证综合债指数收益率*50%,L,灵活配置型,契约型开放式,,20170116,20170116,O
4718,003804.OF,华安新丰利C,华安基金,邮储银行,混合型,20161229,,,20161226,,0.0001,0.6,0.1,,1.0,0.0001,,中证800指数收益率*50%+中债综合全价指数收益率*50%,L,灵活配置型,契约型开放式,,20170306,20170306,O
4719,003803.OF,华安新丰利A,华安基金,邮储银行,混合型,20161229,,,20161226,,2.0,0.6,0.1,,1.0,0.0001,,中证800指数收益率*50%+中债综合全价指数收益率*50%,L,灵活配置型,契约型开放式,,20170306,20170306,O
4721,004153.OF,信诚新悦回报A,中信保诚基金,中信银行,混合型,20161229,,,20161223,,0.0002,0.6,0.1,,1.0,0.01,,中债综合(全价)指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20170329,20170329,O
4722,003300.OF,华夏圆和,华夏基金,中国光大银行,混合型,20161229,,,20161223,,2.0029,0.6,0.15,,1.0,0.001,,沪深300指数收益率*60%+中债总指数收益率*40%,L,灵活配置型,契约型开放式,,20170110,20170110,O
4723,004154.OF,信诚新悦回报B,中信保诚基金,中信银行,混合型,20161229,,,20161223,,2.0001,0.6,0.1,,1.0,0.01,,中债综合(全价)指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20170329,20170329,O
4724,160923.OF,大成海外中国机会,大成基金,中国工商银行,混合型,20161229,,,20161219,,6.1981,1.5,0.35,,1.0,0.0001,,MSCI中国指数收益率*95%+人民币活期存款利率(税后)*5%,L,混合型,契约型开放式,,20170110,20170110,O
4727,004175.OF,博时鑫泰A,博时基金,招商银行,混合型,20161229,,,20161226,,2.0003,0.6,0.1,,1.0,0.001,,沪深300指数收益率*50%+中证综合债指数收益率*50%,L,灵活配置型,契约型开放式,,20170116,20170116,O
4730,003659.OF,山西证券策略精选,山西证券,中国银行,混合型,20161229,,,20161121,,4.9992,1.5,0.25,,1.0,0.1,,沪深300指数收益率*50%+中证综合债券指数收益率*50%,L,灵活配置型,契约型开放式,,20170228,20170228,O
4733,002000.OF,工银瑞信新生利,工银瑞信基金,中国民生银行,混合型,20161229,,,20161223,,2.0005,0.9,0.1,,1.0,0.001,,中债综合财富指数收益率*70%+沪深300指数收益率*30%,L,混合型,契约型开放式,,20161230,20161230,O
4734,003580.OF,泰康沪港深价值优选,泰康资产,中国农业银行,混合型,20161228,,,20161121,,2.2311,1.5,0.2,,1.0,0.1,,恒生指数收益率*75%+中债综合全价指数收益率*20%+沪深300指数收益率*5%,L,灵活配置型,契约型开放式,,20170224,20170308,O
4735,003762.OF,国开泰富开泰A,国开泰富基金,中信银行,混合型,20161227,,,20161201,,0.1048,0.6,0.15,,1.0,0.001,,中债总财富(总值)指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20170215,20170215,O
4744,519628.OF,银河君润C,银河基金,交通银行,混合型,20161227,,,20161216,,0.3003,0.6,0.1,,1.0,0.001,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20170111,20170111,O
4746,519627.OF,银河君润A,银河基金,交通银行,混合型,20161227,,,20161216,,2.0081,0.6,0.1,,1.0,0.001,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20170111,20170111,O
4749,003877.OF,富国久利稳健配置A,富国基金,中国建设银行,混合型,20161227,,,20161128,,5.4233,0.8,0.15,,1.0,0.01,,中债综合全价指数收益率*85%+沪深300指数收益率*15%,L,混合型,契约型开放式,,20170210,20170210,O
4763,003878.OF,富国久利稳健配置C,富国基金,中国建设银行,混合型,20161227,,,20161128,,1.1249,0.8,0.15,,1.0,0.01,,中债综合全价指数收益率*85%+沪深300指数收益率*15%,L,混合型,契约型开放式,,20170210,20170210,O
4764,003763.OF,国开泰富开泰C,国开泰富基金,中信银行,混合型,20161227,,,20161201,,2.2003,0.6,0.15,,1.0,0.001,,中债总财富(总值)指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20170215,20170215,O
4766,001765.OF,前海开源嘉鑫A,前海开源基金,浙商银行,混合型,20161226,,,20161219,,0.0001,0.6,0.1,,1.0,0.001,,沪深300指数收益率*70%+中证全债指数收益率*30%,L,灵活配置型,契约型开放式,,20170216,20170216,O
4770,001770.OF,前海开源嘉鑫C,前海开源基金,浙商银行,混合型,20161226,,,20161219,,6.0007,0.6,0.1,,1.0,0.001,,沪深300指数收益率*70%+中证全债指数收益率*30%,L,灵活配置型,契约型开放式,,20170216,20170216,O
4773,003754.OF,国泰普益A,国泰基金,浦发银行,混合型,20161223,,,20161209,,0.0007,0.6,0.1,,1.0,0.001,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20161229,20161229,O
4774,001498.OF,建信鑫荣回报,建信基金,广发证券,混合型,20161223,,,20161213,,2.0001,0.8,0.2,,1.0,0.001,,6%/年,L,灵活配置型,契约型开放式,,20170428,20170428,O
4775,001850.OF,国泰安益A,国泰基金,宁波银行,混合型,20161223,,,20161219,,2.0003,0.6,0.1,,1.0,0.01,,沪深300指数收益率*50%+中证综合债指数收益率*50%,L,灵活配置型,契约型开放式,,20161230,20161230,O
4776,003755.OF,国泰普益C,国泰基金,浦发银行,混合型,20161223,,,20161209,,2.0015,0.6,0.1,,1.0,0.001,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20161229,20161229,O
4777,003126.OF,长信易进A,长信基金,中国民生银行,混合型,20161223,,,20161206,,1.4035,0.6,0.1,,1.0,0.0001,,中债综合指数收益率*75%+沪深300指数收益率*15%+恒生指数收益率*10%,L,混合型,契约型开放式,,20170306,20170605,O
4778,003127.OF,长信易进C,长信基金,中国民生银行,混合型,20161223,,,20161206,,0.6178,0.6,0.1,,1.0,0.0001,,中债综合指数收益率*75%+沪深300指数收益率*15%+恒生指数收益率*10%,L,混合型,契约型开放式,,20170306,20170605,O
4785,003646.OF,创金合信中证1000增强A,创金合信基金,中国农业银行,股票型,20161222,,,20161205,,0.0502,0.8,0.15,,1.0,0.01,,中证1000指数收益率*95%+一年期人民币定期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20161226,20161226,O
4787,003940.OF,银华盛世精选,银华基金,宁波银行,混合型,20161222,,,20161212,,0.218,1.5,0.25,,1.0,0.001,,中证800指数收益率*50%+中证综合债券指数收益率*50%,L,灵活配置型,契约型开放式,,20170220,20170220,O
4788,003647.OF,创金合信中证1000增强C,创金合信基金,中国农业银行,股票型,20161222,,,20161205,,0.0509,0.8,0.15,,1.0,0.01,,中证1000指数收益率*95%+一年期人民币定期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20161226,20161226,O
4789,003851.OF,中银锦利C,中银基金,招商银行,混合型,20161222,,,20161214,,0.2003,0.6,0.1,,1.0,0.01,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20161229,20161229,O
4790,003850.OF,中银锦利A,中银基金,招商银行,混合型,20161222,,,20161214,,3.2,0.6,0.1,,1.0,0.01,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20161229,20161229,O
4793,003684.OF,汇安丰融A,汇安基金,浦发银行,混合型,20161222,,,20161129,,2.9401,0.6,0.1,,1.0,0.0001,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20170227,20170227,O
4799,003685.OF,汇安丰融C,汇安基金,浦发银行,混合型,20161222,,,20161129,,0.05,0.6,0.1,,1.0,500.0,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20170227,20170227,O
4800,004011.OF,华泰柏瑞鼎利C,华泰柏瑞基金,兴业银行,混合型,20161222,,,20161215,,2.0003,0.6,0.15,,1.0,0.001,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20170110,20170110,O
4801,002863.OF,金信深圳成长,金信基金,招商银行,混合型,20161222,,,20161125,,0.1007,1.5,0.25,,1.0,0.1,,深证成份指数收益率*65%+中证综合债指数收益率*35%,L,灵活配置型,契约型开放式,,20161226,20161226,O
4802,004010.OF,华泰柏瑞鼎利A,华泰柏瑞基金,兴业银行,混合型,20161222,,,20161215,,2.0003,0.6,0.15,,1.0,0.001,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20170110,20170110,O
4819,001816.OF,汇添富新睿精选A,汇添富基金,中国农业银行,混合型,20161221,,,20161128,,8.1279,0.9,0.25,,1.0,0.01,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20170215,20170215,O
4820,002164.OF,汇添富新睿精选C,汇添富基金,中国农业银行,混合型,20161221,,,20161128,,0.5938,0.9,0.25,,1.0,0.01,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20170215,20170215,O
4824,003333.OF,泰信智选成长,泰信基金,中国工商银行,混合型,20161221,,,20161121,,3.4819,1.5,0.25,,1.0,0.1,,沪深300指数收益率*60%+上证国债指数收益率*40%,L,灵活配置型,契约型开放式,,20170109,20170109,O
4825,002808.OF,泓德优势领航,泓德基金,交通银行,混合型,20161221,,,20161109,,7.5381,1.5,0.25,,1.0,0.1,,沪深300指数收益率*50%+中证综合债券指数收益率*50%,L,灵活配置型,契约型开放式,,20170223,20170223,O
4830,003887.OF,汇安丰利C,汇安基金,兴业银行,混合型,20161219,,,20161212,,0.05,0.6,0.1,,1.0,500.0,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20170410,20170410,O
4831,003631.OF,上投摩根全球多元美元现汇,上投摩根基金,招商银行,混合型,20161219,,,20161121,,0.9686,1.6,0.25,,0.145,0.02,,MSCI全球指数(MSCI ACWI)*80%+摩根大通全球债券指数(J.P. Morgan Global Aggregate Bond Index)*20%,L,混合型,契约型开放式,,20170116,20170116,O
4832,003886.OF,汇安丰利A,汇安基金,兴业银行,混合型,20161219,,,20161212,,2.9401,0.6,0.1,,1.0,0.0001,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20170410,20170410,O
4833,003366.OF,浙商汇金中证转型成长,浙商资管,中国光大银行,股票型,20161219,,,20161114,,2.2514,1.2,0.15,,1.0,0.1,,中证转型成长指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20170116,20170116,O
4840,002111.OF,华宝新起点,华宝基金,中国民生银行,混合型,20161219,,,20161212,,2.0006,0.6,0.15,,1.0,0.01,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20170116,20170116,O
4841,168107.OF,九泰盈华量化C,九泰基金,渤海银行,混合型,20161219,,,20161107,,4.2102,1.0,0.25,,1.0,0.1,,沪深300指数收益率*60%+中债总指数(总值)财富指数收益率*40%,L,灵活配置型,契约型开放式,,20181219,20181219,O
4847,003749.OF,创金合信鑫收益A,创金合信基金,招商银行,混合型,20161219,,,20161116,,1.901,0.6,0.2,,1.0,0.001,,一年期人民币定期存款利率(税后)*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20170109,20170109,O
4849,003629.OF,上投摩根全球多元人民币,上投摩根基金,招商银行,混合型,20161219,,,20161121,,1.8121,1.6,0.25,,1.0,0.0001,,MSCI全球指数(MSCI ACWI)*80%+摩根大通全球债券指数(J.P. Morgan Global Aggregate Bond Index)*20%,L,混合型,契约型开放式,,20170116,20170116,O
4850,003750.OF,创金合信鑫收益C,创金合信基金,招商银行,混合型,20161219,,,20161116,,0.2306,0.6,0.2,,1.0,0.001,,一年期人民币定期存款利率(税后)*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20170109,20170109,O
4851,003630.OF,上投摩根全球多元美元现钞,上投摩根基金,招商银行,混合型,20161219,,,20161121,,0.3228,1.6,0.25,,0.145,0.02,,MSCI全球指数(MSCI ACWI)*80%+摩根大通全球债券指数(J.P. Morgan Global Aggregate Bond Index)*20%,L,混合型,契约型开放式,,20170116,20170116,O
4875,003115.OF,光大诚鑫A,光大保德信基金,中国民生银行,混合型,20161215,,,20161207,,1.5001,0.6,0.15,,1.0,0.0001,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20161220,20161220,O
4876,003116.OF,光大诚鑫C,光大保德信基金,中国民生银行,混合型,20161215,,,20161207,,0.5002,0.6,0.15,,1.0,0.0001,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20161220,20161220,O
4880,003962.OF,易方达瑞程C,易方达基金,浦发银行,混合型,20161215,,,20161212,,0.0003,0.6,0.1,,1.0,0.001,,中债新综合指数(财富)收益率*80%+沪深300指数收益率*20%,L,灵活配置型,契约型开放式,,20170314,20170314,O
4881,003961.OF,易方达瑞程A,易方达基金,浦发银行,混合型,20161215,,,20161212,,7.0002,0.6,0.1,,1.0,0.001,,中债新综合指数(财富)收益率*80%+沪深300指数收益率*20%,L,灵活配置型,契约型开放式,,20170314,20170314,O
4884,003513.OF,中邮消费升级,中邮基金,兴业银行,混合型,20161215,,,20161121,,5.1063,1.5,0.25,,1.0,0.1,,中证消费指数收益率*60%+上证国债指数收益率*40%,L,灵活配置型,契约型开放式,,20170116,20170116,O
4885,003848.OF,中银广利A,中银基金,中国光大银行,混合型,20161214,,,20161205,,0.2002,0.6,0.1,,1.0,0.01,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20161223,20161223,O
4886,002179.OF,华安事件驱动量化策略,华安基金,中国农业银行,混合型,20161214,,,20161114,,7.4121,1.5,0.25,,1.0,0.0001,,中证800指数收益率*75%+中国债券总指数*25%收益率,L,混合型,契约型开放式,,20170116,20170116,O
4887,003966.OF,中银润利A,中银基金,中信银行,混合型,20161214,,,20161205,,0.2,0.6,0.1,,1.0,0.01,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20170224,20170224,O
4888,003967.OF,中银润利C,中银基金,中信银行,混合型,20161214,,,20161205,,7.8009,0.6,0.1,,1.0,0.01,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20170224,20170224,O
4889,002893.OF,华夏移动互联美元现钞,华夏基金,中国银行,混合型,20161214,,,20161114,,0.7017,1.8,0.35,,0.145,0.02,,上证国债指数收益率*40%+中证信息指数收益率*30%+中证海外中国互联网指数收益率*30%,L,灵活配置型,契约型开放式,,20170125,20170125,O
4890,003900.OF,交银瑞鑫定期开放,交银施罗德基金,招商银行,混合型,20161214,,,20161129,,3.0002,0.6,0.1,,1.0,0.001,,沪深300指数收益率*50%+中债综合全价指数收益率*50%,L,灵活配置型,契约型开放式,,20170614,20170614,O
4891,002892.OF,华夏移动互联美元现汇,华夏基金,中国银行,混合型,20161214,,,20161114,,0.7017,1.8,0.35,,0.145,0.02,,上证国债指数收益率*40%+中证信息指数收益率*30%+中证海外中国互联网指数收益率*30%,L,灵活配置型,契约型开放式,,20170125,20170125,O
4892,003476.OF,南方安颐,南方基金,中国银行,混合型,20161214,,,20161114,,6.7538,1.0,0.2,,1.0,0.1,,上证国债指数收益率*85%+沪深300指数收益率*15%,L,混合型,契约型开放式,,20170313,20170313,O
4893,002891.OF,华夏移动互联人民币,华夏基金,中国银行,混合型,20161214,,,20161114,,2.4585,1.8,0.35,,1.0,0.001,,上证国债指数收益率*40%+中证信息指数收益率*30%+中证海外中国互联网指数收益率*30%,L,灵活配置型,契约型开放式,,20170125,20170125,O
4895,003849.OF,中银广利C,中银基金,中国光大银行,混合型,20161214,,,20161205,,1.8002,0.6,0.1,,1.0,0.01,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20161223,20161223,O
4899,003993.OF,前海开源沪港深核心驱动,前海开源基金,中国建设银行,混合型,20161213,,,20161205,,2.0007,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率*20%+中证全债指数收益率*20%,L,灵活配置型,契约型开放式,,20161216,20161216,O
4901,003721.OF,易方达标普信息科技美元现汇,易方达基金,中国建设银行,股票型,20161213,,,20161128,,,0.8,0.25,,0.1458,0.01,,标普500信息科技指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20161227,20161227,O
4902,003720.OF,易方达标普生物科技美元现汇,易方达基金,中国建设银行,股票型,20161213,,,20161128,,,0.8,0.25,,0.1458,0.01,,标普生物科技精选行业指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20161227,20161227,O
4903,003717.OF,中银量化精选,中银基金,招商银行,混合型,20161213,,,20161108,,9.198,1.5,0.25,,1.0,0.1,,中证500指数收益率*75%+中债综合指数收益率*25%,L,灵活配置型,契约型开放式,,20170113,20170113,O
4907,003780.OF,鹏华兴悦,鹏华基金,招商银行,混合型,20161213,,,20161121,,12.2016,0.7,0.1,,1.0,0.001,,中证全债指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20170613,20170613,O
4908,003284.OF,中邮医药健康,中邮基金,中国工商银行,混合型,20161213,,,20161110,,6.7596,1.5,0.25,,1.0,0.1,,中证医药100指数收益率*60%+上证国债指数收益率*40%,L,灵活配置型,契约型开放式,,20170116,20170116,O
4911,003876.OF,华宝沪深300指数增强A,华宝基金,中国农业银行,股票型,20161209,,,20161205,,0.1,1.0,0.15,,1.0,0.01,,沪深300指数收益率*95%+1.5%,L,增强指数型,契约型开放式,,20170118,20170118,O
4912,003800.OF,华安新泰利C,华安基金,交通银行,混合型,20161209,,,20161202,,0.0,0.6,0.1,,1.0,0.0001,,中证800指数收益率*50%+中债综合全价指数收益率*50%,L,灵活配置型,契约型开放式,,20170424,20170424,O
4913,003603.OF,景顺长城泰安A,景顺长城基金,邮储银行,混合型,20161209,,,20161205,,5.0002,0.6,0.1,,1.0,0.001,,中证综合债指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20170111,20170111,O
4914,003604.OF,景顺长城泰安C,景顺长城基金,邮储银行,混合型,20161209,,,20161205,,0.0012,0.6,0.1,,1.0,0.001,,中证综合债指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20170111,20170111,O
4915,002119.OF,广发安盈C,广发基金,中国银行,混合型,20161209,,,20161129,,0.0,0.6,0.1,,1.0,0.001,,中证全债指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20161221,20161221,O
4916,002118.OF,广发安盈A,广发基金,中国银行,混合型,20161209,,,20161129,,2.0,0.6,0.1,,1.0,0.001,,中证全债指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20161221,20161221,O
4917,001710.OF,安信新趋势A,安信基金,中国民生银行,混合型,20161209,,,20161123,,0.0001,0.6,0.2,,1.0,0.1,,沪深300指数收益率*50%+中债总指数(全价)收益率*50%,L,灵活配置型,契约型开放式,,20161214,20161214,O
4919,001711.OF,安信新趋势C,安信基金,中国民生银行,混合型,20161209,,,20161123,,2.004,0.6,0.2,,1.0,0.1,,沪深300指数收益率*50%+中债总指数(全价)收益率*50%,L,灵活配置型,契约型开放式,,20161214,20161214,O
4920,003806.OF,华安新恒利C,华安基金,邮储银行,混合型,20161209,,,20161128,,2.0005,0.6,0.1,,1.0,0.0001,,中证800指数收益率*50%+中债综合全价指数收益率*50%,L,灵活配置型,契约型开放式,,20170424,20170424,O
4926,002455.OF,民生加银鑫喜,民生加银基金,包商银行,混合型,20161209,,,20161205,,2.0005,0.6,0.15,,1.0,0.01,,中证国债指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20170109,20170109,O
4927,519625.OF,银河君盛A,银河基金,交通银行,混合型,20161209,,,20161117,,0.1751,0.6,0.1,,1.0,0.001,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20161223,20161223,O
